GridIndex, TrialID, ISA, lAnalysis1.nGo, lAnalysis1.nNoGo, lAnalysis1.nPause, lAnalysis1.dPrGrtMAV, bISAAnalysisRun
1, 385, 2, 0, 0, 1, 0.0246666666666667, 1
1, 386, 2, 0, 0, 1, 0.6148, 1
1, 387, 2, 0, 0, 1, 0.8432, 1
1, 388, 2, 0, 0, 1, 0.2628, 1
1, 389, 2, 0, 0, 1, 0.536266666666667, 1
1, 390, 2, 0, 0, 1, 0.772533333333333, 1
1, 391, 2, 0, 0, 1, 0.976533333333333, 1
1, 392, 2, 0, 0, 1, 0.535466666666667, 1
1, 393, 2, 0, 0, 1, 0.1368, 1
1, 394, 2, 0, 0, 1, 0.7592, 1
1, 395, 2, 0, 0, 1, 0.5308, 1
1, 396, 2, 0, 0, 1, 0.802, 1
1, 397, 2, 0, 0, 1, 0.7188, 1
1, 398, 2, 0, 0, 1, 0.0698666666666667, 1
1, 399, 2, 0, 0, 1, 0.180533333333333, 1
1, 400, 2, 0, 0, 1, 0.234133333333333, 1
1, 401, 2, 1, 0, 0, 1, 1
1, 402, 2, 1, 0, 0, 1, 1
1, 403, 2, 1, 0, 0, 1, 1
1, 404, 2, 1, 0, 0, 1, 1
1, 405, 2, 1, 0, 0, 1, 1
1, 406, 2, 1, 0, 0, 1, 1
1, 407, 2, 1, 0, 0, 1, 1
1, 408, 2, 1, 0, 0, 1, 1
1, 409, 2, 1, 0, 0, 0.999866666666667, 1
1, 410, 2, 1, 0, 0, 1, 1
1, 411, 2, 1, 0, 0, 1, 1
1, 412, 2, 1, 0, 0, 1, 1
1, 413, 2, 1, 0, 0, 1, 1
1, 414, 2, 1, 0, 0, 1, 1
1, 415, 2, 1, 0, 0, 1, 1
1, 416, 2, 1, 0, 0, 1, 1
1, 417, 2, 1, 0, 0, 1, 1
1, 418, 2, 1, 0, 0, 1, 1
1, 419, 2, 1, 0, 0, 1, 1
1, 420, 2, 1, 0, 0, 1, 1
1, 421, 2, 1, 0, 0, 1, 1
1, 422, 2, 1, 0, 0, 1, 1
